Sl. No.,State/UT,Murder (Sec.302 IPC)- Murder (Sec.302 IPC) - I - ( Col. 3),Murder (Sec.302 IPC)- Murder (Sec.302 IPC) - V - ( Col. 4),Murder (Sec.302 IPC)- Murder (Sec.302 IPC) - R - ( Col. 5),Murder (Sec.302 IPC)- A) Murder with Rape/POCSO - I - ( Col. 6),Murder (Sec.302 IPC)- A) Murder with Rape/POCSO - V - ( Col. 7),Murder (Sec.302 IPC)- A) Murder with Rape/POCSO - R - ( Col. 8),Murder (Sec.302 IPC)- B) Other Murder - I - ( Col. 9),Murder (Sec.302 IPC)- B) Other Murder - V - ( Col. 10),Murder (Sec.302 IPC)- B) Other Murder - R - ( Col. 11),Abetment of Suicide of Child (Sec.305 IPC) - I - ( Col. 12),Abetment of Suicide of Child (Sec.305 IPC) - V - ( Col. 13),Abetment of Suicide of Child (Sec.305 IPC) - R - ( Col. 14),Attempt to Commit Murder (Sec. 307 IPC) - I - ( Col. 15),Attempt to Commit Murder (Sec. 307 IPC) - V - ( Col. 16),Attempt to Commit Murder (Sec. 307 IPC) - R - ( Col. 17),Infanticide (Sec.315 IPC) - I - ( Col. 18),Infanticide (Sec.315 IPC) - V - ( Col. 19),Infanticide (Sec.315 IPC) - R - ( Col. 20),Foeticide (Sec. 315 & 316 IPC) - I - ( Col. 21),Foeticide (Sec. 315 & 316 IPC) - V - ( Col. 22),Foeticide (Sec. 315 & 316 IPC) - R - ( Col. 23),Exposure and Abandonment (Sec.317 IPC) - I - ( Col. 24),Exposure and Abandonment (Sec.317 IPC) - V - ( Col. 25),Exposure and Abandonment (Sec.317 IPC) - R - ( Col. 26),"Simple Hurt (Sec.323 r/w 324,332,353, 327,328,330 IPC) - I - ( Col. 27)","Simple Hurt (Sec.323 r/w 324,332,353, 327,328,330 IPC) - V - ( Col. 28)","Simple Hurt (Sec.323 r/w 324,332,353, 327,328,330 IPC) - R - ( Col. 29)","Grievous Hurt (Sec.325,326,326A, 326B,329,331,333, 335 IPC) - I - ( Col. 30)","Grievous Hurt (Sec.325,326,326A, 326B,329,331,333, 335 IPC) - V - ( Col. 31)","Grievous Hurt (Sec.325,326,326A, 326B,329,331,333, 335 IPC) - R - ( Col. 32)","Kidnapping and Abduction of Children- Kidnapping and Abduction of Children (Sec.363,363A,364,364A, 365, 366, 366A, 367, 368, 369 IPC) - I - ( Col. 33)","Kidnapping and Abduction of Children- Kidnapping and Abduction of Children (Sec.363,363A,364,364A, 365, 366, 366A, 367, 368, 369 IPC) - V - ( Col. 34)","Kidnapping and Abduction of Children- Kidnapping and Abduction of Children (Sec.363,363A,364,364A, 365, 366, 366A, 367, 368, 369 IPC) - R - ( Col. 35)",Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec. 363 IPC) - Kidnapping and Abduction (Sec. 363 IPC) (Total) - I - ( Col. 36),Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec. 363 IPC) - Kidnapping and Abduction (Sec. 363 IPC) (Total) - V - ( Col. 37),Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec. 363 IPC) - Kidnapping and Abduction (Sec. 363 IPC) (Total) - R - ( Col. 38),Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec.363 IPC) - A) Missing Children Deemed as Kidnapped - I - ( Col. 39),Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec.363 IPC) - A) Missing Children Deemed as Kidnapped - V - ( Col. 40),Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec.363 IPC) - A) Missing Children Deemed as Kidnapped - R - ( Col. 41),Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec.363 IPC) - B) Other Kidnapping & Abduction - I - ( Col. 42),Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec.363 IPC) - B) Other Kidnapping & Abduction - V - ( Col. 43),Kidnapping and Abduction of Children- Kidnapping and Abduction (Sec.363 IPC) - B) Other Kidnapping & Abduction - R - ( Col. 44),Kidnapping and Abduction of Children- Kidnapping and Abduction for the Purpose of Begging (Sec.363A IPC) - I - ( Col. 45),Kidnapping and Abduction of Children- Kidnapping and Abduction for the Purpose of Begging (Sec.363A IPC) - V - ( Col. 46),Kidnapping and Abduction of Children- Kidnapping and Abduction for the Purpose of Begging (Sec.363A IPC) - R - ( Col. 47),Kidnapping and Abduction of Children- Kidnapping and Abduction in order to Murder (Sec.364 IPC) - I - ( Col. 48),Kidnapping and Abduction of Children- Kidnapping and Abduction in order to Murder (Sec.364 IPC) - V - ( Col. 49),Kidnapping and Abduction of Children- Kidnapping and Abduction in order to Murder (Sec.364 IPC) - R - ( Col. 50),Kidnapping and Abduction of Children- Kidnapping for Ransom (Sec.364A IPC) - I - ( Col. 51),Kidnapping and Abduction of Children- Kidnapping for Ransom (Sec.364A IPC) - V - ( Col. 52),Kidnapping and Abduction of Children- Kidnapping for Ransom (Sec.364A IPC) - R - ( Col. 53),Kidnapping and Abduction of Children- Kidnapping and Abduction of Minor Girls to compel her for marriage (Sec.366 IPC) - I - ( Col. 54),Kidnapping and Abduction of Children- Kidnapping and Abduction of Minor Girls to compel her for marriage (Sec.366 IPC) - V - ( Col. 55),Kidnapping and Abduction of Children- Kidnapping and Abduction of Minor Girls to compel her for marriage (Sec.366 IPC) - R - ( Col. 56),Kidnapping and Abduction of Children- Procuration of Minor Girls (Sec.366 A IPC) - I - ( Col. 57),Kidnapping and Abduction of Children- Procuration of Minor Girls (Sec.366 A IPC) - V - ( Col. 58),Kidnapping and Abduction of Children- Procuration of Minor Girls (Sec.366 A IPC) - R - ( Col. 59),Kidnapping and Abduction of Children- Importation of Girls from Foreign Country (Sec.366-B IPC) - I - ( Col. 60),Kidnapping and Abduction of Children- Importation of Girls from Foreign Country (Sec.366-B IPC) - V - ( Col. 61),Kidnapping and Abduction of Children- Importation of Girls from Foreign Country (Sec.366-B IPC) - R - ( Col. 62),Kidnapping and Abduction of Children- Other Kidnapping & Abduction - I - ( Col. 63),Kidnapping and Abduction of Children- Other Kidnapping & Abduction - V - ( Col. 64),Kidnapping and Abduction of Children- Other Kidnapping & Abduction - R - ( Col. 65),Human Trafficking (Sec.370 & 370A IPC) (Children only) - I - ( Col. 66),Human Trafficking (Sec.370 & 370A IPC) (Children only) - V - ( Col. 67),Human Trafficking (Sec.370 & 370A IPC) (Children only) - R - ( Col. 68),Selling of Minors for Prostitution (Sec. 372 IPC)- Selling of Minors for Prostitution (Total) - I - ( Col. 69),Selling of Minors for Prostitution (Sec. 372 IPC)- Selling of Minors for Prostitution (Total) - V - ( Col. 70),Selling of Minors for Prostitution (Sec. 372 IPC)- Selling of Minors for Prostitution (Total) - R - ( Col. 71),Selling of Minors for Prostitution (Sec. 372 IPC)- A) Boys - I - ( Col. 72),Selling of Minors for Prostitution (Sec. 372 IPC)- A) Boys - V - ( Col. 73),Selling of Minors for Prostitution (Sec. 372 IPC)- A) Boys - R - ( Col. 74),Selling of Minors for Prostitution (Sec. 372 IPC)- B) Girls - I - ( Col. 75),Selling of Minors for Prostitution (Sec. 372 IPC)- B) Girls - V - ( Col. 76),Selling of Minors for Prostitution (Sec. 372 IPC)- B) Girls - R - ( Col. 77),Buying of Minors for Prostitution (Sec. 373 IPC)- Buying of Minors for Prostitution (Total) - I - ( Col. 78),Buying of Minors for Prostitution (Sec. 373 IPC)- Buying of Minors for Prostitution (Total) - V - ( Col. 79),Buying of Minors for Prostitution (Sec. 373 IPC)- Buying of Minors for Prostitution (Total) - R - ( Col. 80),Buying of Minors for Prostitution (Sec. 373 IPC)- A) Boys - I - ( Col. 81),Buying of Minors for Prostitution (Sec. 373 IPC)- A) Boys - V - ( Col. 82),Buying of Minors for Prostitution (Sec. 373 IPC)- A) Boys - R - ( Col. 83),Buying of Minors for Prostitution (Sec. 373 IPC)- B) Girls - I - ( Col. 84),Buying of Minors for Prostitution (Sec. 373 IPC)- B) Girls - V - ( Col. 85),Buying of Minors for Prostitution (Sec. 373 IPC)- B) Girls - R - ( Col. 86),Rape (Sec. 376 IPC) - I - ( Col. 87),Rape (Sec. 376 IPC) - V - ( Col. 88),Rape (Sec. 376 IPC) - R - ( Col. 89),Attempt to Commit Rape (Sec. 376 r/w 511 IPC) - I - ( Col. 90),Attempt to Commit Rape (Sec. 376 r/w 511 IPC) - V - ( Col. 91),Attempt to Commit Rape (Sec. 376 r/w 511 IPC) - R - ( Col. 92),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - I - ( Col. 93),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - V - ( Col. 94),Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC) - R - ( Col. 95),Insult to the Modesty of Women (Sec. 509 IPC) - I - ( Col. 96),Insult to the Modesty of Women (Sec. 509 IPC) - V - ( Col. 97),Insult to the Modesty of Women (Sec. 509 IPC) - R - ( Col. 98),Other IPC Crimes - I - ( Col. 99),Other IPC Crimes - V - ( Col. 100),Other IPC Crimes - R - ( Col. 101),Total IPC Crimes Against Children - I - ( Col. 102),Total IPC Crimes Against Children - V - ( Col. 103),Total IPC Crimes Against Children - R - ( Col. 104),"Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Protection of Children from Sexual Offences Act (Total) - I - ( Col. 105)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Protection of Children from Sexual Offences Act (Total) - V - ( Col. 106)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Protection of Children from Sexual Offences Act (Total) - R - ( Col. 107)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC (Total) - I - ( Col. 108)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC (Total) - V - ( Col. 109)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC (Total) - R - ( Col. 110)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - A) Girls - I - ( Col. 111)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - A) Girls - V - ( Col. 112)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - A) Girls - R - ( Col. 113)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - B) Boys - I - ( Col. 114)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - B) Boys - V - ( Col. 115)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 4 & 6 of POCSO Act or POCSO Act (Section 4 & 6) r/w Section 376 IPC - B) Boys - R - ( Col. 116)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC (Total) - I - ( Col. 117)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC (Total) - V - ( Col. 118)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC (Total) - R - ( Col. 119)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - A) Girls - I - ( Col. 120)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - A) Girls - V - ( Col. 121)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - A) Girls - R - ( Col. 122)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - B) Boys - I - ( Col. 123)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - B) Boys - V - ( Col. 124)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 8 & 10 of POCSO Act or POCSO Act (Section 8 & 10) r/w Section 354 IPC - B) Boys - R - ( Col. 125)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC (Total) - I - ( Col. 126)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC (Total) - V - ( Col. 127)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC (Total) - R - ( Col. 128)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - A) Girls - I - ( Col. 129)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - A) Girls - V - ( Col. 130)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - A) Girls - R - ( Col. 131)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - B) Boys - I - ( Col. 132)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - B) Boys - V - ( Col. 133)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 12 of POCSO Act or POCSO Act (Section 12) r/w Section 509 IPC - B) Boys - R - ( Col. 134)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - Section 14 & 15 of POCSO Act (Total) - I - ( Col. 135)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - Section 14 & 15 of POCSO Act (Total) - V - ( Col. 136)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - Section 14 & 15 of POCSO Act (Total) - R - ( Col. 137)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - A) Girls - I - ( Col. 138)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - A) Girls - V - ( Col. 139)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - A) Girls - R - ( Col. 140)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - B) Boys - I - ( Col. 141)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - B) Boys - V - ( Col. 142)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- Section 14 & 15 of POCSO Act - B) Boys - R - ( Col. 143)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - POCSO Act r/w Section 377 IPC (Total) - I - ( Col. 144)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - POCSO Act r/w Section 377 IPC (Total) - V - ( Col. 145)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - POCSO Act r/w Section 377 IPC (Total) - R - ( Col. 146)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - A) Girls - I - ( Col. 147)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - A) Girls - V - ( Col. 148)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - A) Girls - R - ( Col. 149)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - B) Boys - I - ( Col. 150)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - B) Boys - V - ( Col. 151)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - B) Boys - R - ( Col. 152)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - Sections 17 to 22 of POCSO Act - I - ( Col. 153)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - Sections 17 to 22 of POCSO Act - V - ( Col. 154)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - Sections 17 to 22 of POCSO Act - R - ( Col. 155)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - A) Girls - I - ( Col. 156)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - A) Girls - V - ( Col. 157)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - A) Girls - R - ( Col. 158)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - B) Boys - I - ( Col. 159)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - B) Boys - V - ( Col. 160)","Protection of Children from Sexual Offences Act (POCSO) r/w Sec.376,354, 509 IPC)- POCSO Act r/w Section 377 IPC - B) Boys - R - ( Col. 161)",Juvenile Justice (Care and Protection of Children) Act- Juvenile Justice (Care and Protection of Children) Act (Total) - I - ( Col. 162),Juvenile Justice (Care and Protection of Children) Act- Juvenile Justice (Care and Protection of Children) Act (Total) - V - ( Col. 163),Juvenile Justice (Care and Protection of Children) Act- Juvenile Justice (Care and Protection of Children) Act (Total) - R - ( Col. 164),Juvenile Justice (Care and Protection of Children) Act- A) Offences by Care Takers/In-charge of Juvenile Homes - I - ( Col. 165),Juvenile Justice (Care and Protection of Children) Act- A) Offences by Care Takers/In-charge of Juvenile Homes - V - ( Col. 166),Juvenile Justice (Care and Protection of Children) Act- A) Offences by Care Takers/In-charge of Juvenile Homes - R - ( Col. 167),Juvenile Justice (Care and Protection of Children) Act- B) Other Offences - I - ( Col. 168),Juvenile Justice (Care and Protection of Children) Act- B) Other Offences - V - ( Col. 169),Juvenile Justice (Care and Protection of Children) Act- B) Other Offences - R - ( Col. 170),"Immoral Traffic (Prevention) Act, 1956- Immoral Traffic (Prevention) Act (Total) - I - ( Col. 171)","Immoral Traffic (Prevention) Act, 1956- Immoral Traffic (Prevention) Act (Total) - V - ( Col. 172)","Immoral Traffic (Prevention) Act, 1956- Immoral Traffic (Prevention) Act (Total) - R - ( Col. 173)","Immoral Traffic (Prevention) Act, 1956- A) Procuring, inducing Children for the sake of prostitution (Sec. 5) - I - ( Col. 174)","Immoral Traffic (Prevention) Act, 1956- A) Procuring, inducing Children for the sake of prostitution (Sec. 5) - V - ( Col. 175)","Immoral Traffic (Prevention) Act, 1956- A) Procuring, inducing Children for the sake of prostitution (Sec. 5) - R - ( Col. 176)","Immoral Traffic (Prevention) Act, 1956- B) Detaining a person in premises where prostitution is carried on (Sec. 6) - I - ( Col. 177)","Immoral Traffic (Prevention) Act, 1956- B) Detaining a person in premises where prostitution is carried on (Sec. 6) - V - ( Col. 178)","Immoral Traffic (Prevention) Act, 1956- B) Detaining a person in premises where prostitution is carried on (Sec. 6) - R - ( Col. 179)","Immoral Traffic (Prevention) Act, 1956- C) Others - I - ( Col. 180)","Immoral Traffic (Prevention) Act, 1956- C) Others - V - ( Col. 181)","Immoral Traffic (Prevention) Act, 1956- C) Others - R - ( Col. 182)",Child Labour (Prohibition & Regulation) Act - I - ( Col. 183),Child Labour (Prohibition & Regulation) Act - V - ( Col. 184),Child Labour (Prohibition & Regulation) Act - R - ( Col. 185),Prohibition of Child Marriage Act - I - ( Col. 186),Prohibition of Child Marriage Act - V - ( Col. 187),Prohibition of Child Marriage Act - R - ( Col. 188),Transplantation of Human Organs Act - I - ( Col. 189),Transplantation of Human Organs Act - V - ( Col. 190),Transplantation of Human Organs Act - R - ( Col. 191),Cyber Crimes/Information Technology Act- Cyber Crimes/Information Technology Act - I - ( Col. 192),Cyber Crimes/Information Technology Act- Cyber Crimes/Information Technology Act - V - ( Col. 193),Cyber Crimes/Information Technology Act- Cyber Crimes/Information Technology Act - R - ( Col. 194),Cyber Crimes/Information Technology Act- A) Publishing or Transmitting of material depicting children in sexually explicit act - I - ( Col. 195),Cyber Crimes/Information Technology Act- A) Publishing or Transmitting of material depicting children in sexually explicit act - V - ( Col. 196),Cyber Crimes/Information Technology Act- A) Publishing or Transmitting of material depicting children in sexually explicit act - R - ( Col. 197),Cyber Crimes/Information Technology Act- B) Other Cyber Crimes against Children - I - ( Col. 198),Cyber Crimes/Information Technology Act- B) Other Cyber Crimes against Children - V - ( Col. 199),Cyber Crimes/Information Technology Act- B) Other Cyber Crimes against Children - R - ( Col. 200),Other SLL crimes - I - ( Col. 201),Other SLL crimes - V - ( Col. 202),Other SLL crimes - R - ( Col. 203),Total SLL Crimes against Children - I - ( Col. 204),Total SLL Crimes against Children - V - ( Col. 205),Total SLL Crimes against Children - R - ( Col. 206),Total Crimes against Children (IPC+SLL) - I - ( Col. 207),Total Crimes against Children (IPC+SLL) - V - ( Col. 208),Total Crimes against Children (IPC+SLL) - R - ( Col. 209)
1,Andhra Pradesh,37,41,0.2,2,2,0,35,39,0.2,11,11,0.1,7,7,0,1,1,0,2,2,0,13,13,0.1,96,100,0.6,4,4,0,413,418,2.7,308,313,2,39,39,0.3,269,274,1.8,0,0,0,0,0,0,5,5,0,74,74,0.5,26,26,0.2,0,0,0,0,0,0,12,12,0.1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,16,16,0.1,0,0,0,0,0,0,124,130,0.8,738,757,4.9,1918,1921,12.7,858,861,5.7,855,858,5.7,3,3,0,552,552,3.7,552,552,3.7,0,0,0,488,488,3.2,488,488,3.2,0,0,0,9,9,0.1,9,9,0.1,0,0,0,7,7,0,0,0,0,7,7,0,4,4,0,3,3,0,1,1,0,39,46,0.3,2,2,0,37,44,0.2,0,0,0,0,0,0,0,0,0,0,0,0,25,56,0.2,45,47,0.3,0,0,0,75,84,0.5,73,80,0.5,2,4,0,4,4,0,2106,2158,13.9,2844,2915,18.8
2,Arunachal Pradesh,7,7,1.2,0,0,0,7,7,1.2,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.2,0,0,0,31,32,5.3,27,28,4.6,14,14,2.4,13,14,2.2,0,0,0,0,0,0,0,0,0,1,1,0.2,1,1,0.2,0,0,0,2,2,0.3,5,18,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,6.1,2,2,0.3,5,5,0.8,0,0,0,23,23,3.9,111,145,18.8,57,60,9.7,43,43,7.3,42,42,7.1,1,1,0.2,12,14,2,11,13,1.9,1,1,0.2,1,2,0.2,1,2,0.2,0,0,0,1,1,0.2,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.2,0,0,0,7,7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,65,68,11,176,213,29.9
3,Assam,34,56,0.3,2,2,0,32,54,0.3,11,13,0.1,22,23,0.2,1,1,0,0,0,0,1,1,0,6,9,0,38,38,0.3,1772,1787,14.7,642,651,5.3,371,373,3.1,271,278,2.2,39,39,0.3,1,1,0,4,4,0,371,371,3.1,454,455,3.8,0,0,0,261,266,2.2,48,89,0.4,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,13,0.1,0,0,0,144,240,1.2,2096,2276,17.4,2555,2580,21.2,1822,1829,15.1,1816,1823,15,6,6,0,475,481,3.9,475,481,3.9,0,0,0,121,133,1,121,133,1,0,0,0,12,12,0.1,12,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,125,125,1,125,125,1,0,0,0,82,84,0.7,21,21,0.2,61,63,0.5,2,2,0,1,1,0,0,0,0,1,1,0,132,151,1.1,5267,5267,43.6,0,0,0,39,43,0.3,34,38,0.3,5,5,0,1,1,0,8078,8128,66.9,10174,10404,84.2
4,Bihar,108,113,0.2,4,4,0,104,109,0.2,0,0,0,35,61,0.1,0,0,0,0,0,0,0,0,0,206,337,0.4,43,100,0.1,6233,6275,13.1,1040,1061,2.2,685,694,1.4,355,367,0.7,0,0,0,11,11,0,14,14,0,4933,4941,10.4,0,0,0,0,0,0,235,248,0.5,35,111,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,7,7,0,0,0,0,334,376,0.7,7018,7397,14.8,2323,2323,4.9,925,925,1.9,925,925,1.9,0,0,0,844,844,1.8,844,844,1.8,0,0,0,190,190,0.4,190,190,0.4,0,0,0,346,346,0.7,345,345,0.7,1,1,0,18,18,0,3,3,0,15,15,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,20,28,0,18,26,0,2,2,0,0,0,0,522,843,1.1,13,13,0,0,0,0,7,7,0,7,7,0,0,0,0,1,2,0,2888,3218,6.1,9906,10615,20.9
